YYYYMMDD,UVIEF,UVIEFerr,UVDEF,UVDEFerr,UVDEC,UVDECerr,UVDVF,UVDVFerr,UVDVC,UVDVCerr,UVDDF,UVDDFerr,UVDDC,UVDDCerr,CMF,ozone
20050313,4.729,0.325,2.264,0.176,-1.0,-1.0,3.827,0.433,-1.0,-1.0,0.912,0.148,-1.0,-1.0,-1.0,320.4
20050314,4.757,0.329,2.284,0.179,-1.0,-1.0,3.859,0.44,-1.0,-1.0,0.919,0.151,-1.0,-1.0,-1.0,323.0
20050315,4.988,0.333,2.396,0.181,-1.0,-1.0,4.099,0.446,-1.0,-1.0,0.995,0.153,-1.0,-1.0,-1.0,315.2
20050316,5.619,0.337,2.689,0.184,-1.0,-1.0,4.753,0.453,-1.0,-1.0,1.223,0.155,-1.0,-1.0,-1.0,291.3
20050317,4.991,0.341,2.414,0.187,-1.0,-1.0,4.111,0.459,-1.0,-1.0,0.989,0.157,-1.0,-1.0,-1.0,322.9
20050318,4.725,0.344,2.302,0.189,-1.0,-1.0,3.84,0.465,-1.0,-1.0,0.894,0.159,-1.0,-1.0,-1.0,341.2
20050319,4.423,0.348,2.172,0.191,-1.0,-1.0,3.531,0.471,-1.0,-1.0,0.791,0.161,-1.0,-1.0,-1.0,364.1
20050320,4.389,0.352,2.164,0.194,-1.0,-1.0,3.498,0.479,-1.0,-1.0,0.777,0.164,-1.0,-1.0,-1.0,370.7
20050321,4.659,0.355,2.295,0.197,-1.0,-1.0,3.782,0.485,-1.0,-1.0,0.862,0.166,-1.0,-1.0,-1.0,357.5
20050322,4.916,0.359,2.421,0.199,-1.0,-1.0,4.053,0.491,-1.0,-1.0,0.947,0.168,-1.0,-1.0,-1.0,346.6
20050323,5.108,0.363,2.518,0.202,-1.0,-1.0,4.259,0.497,-1.0,-1.0,1.011,0.17,-1.0,-1.0,-1.0,340.1
20050324,4.933,0.367,2.446,0.205,-1.0,-1.0,4.08,0.505,-1.0,-1.0,0.947,0.172,-1.0,-1.0,-1.0,353.4
20050325,4.98,0.37,2.475,0.207,-1.0,-1.0,4.133,0.511,-1.0,-1.0,0.96,0.175,-1.0,-1.0,-1.0,354.7
20050326,4.799,0.374,2.399,0.21,-1.0,-1.0,3.945,0.517,-1.0,-1.0,0.895,0.177,-1.0,-1.0,-1.0,369.3
20050327,4.828,0.377,2.421,0.212,-1.0,-1.0,3.979,0.523,-1.0,-1.0,0.902,0.179,-1.0,-1.0,-1.0,371.4
20050328,4.841,0.381,2.435,0.215,-1.0,-1.0,3.998,0.53,-1.0,-1.0,0.904,0.181,-1.0,-1.0,-1.0,374.5
20050329,4.674,0.384,2.365,0.217,-1.0,-1.0,3.824,0.537,-1.0,-1.0,0.845,0.183,-1.0,-1.0,-1.0,389.2
20050330,5.181,0.388,2.61,0.22,-1.0,-1.0,4.369,0.543,-1.0,-1.0,1.016,0.185,-1.0,-1.0,-1.0,362.1
20050331,5.787,0.392,2.904,0.223,-1.0,-1.0,5.026,0.55,-1.0,-1.0,1.234,0.188,-1.0,-1.0,-1.0,335.4
20050401,6.22,0.395,3.118,0.225,-1.0,-1.0,5.5,0.556,-1.0,-1.0,1.398,0.19,-1.0,-1.0,-1.0,320.5
20050402,6.351,0.399,3.189,0.228,-1.0,-1.0,5.65,0.563,-1.0,-1.0,1.447,0.192,-1.0,-1.0,-1.0,318.4
20050403,5.134,0.402,2.621,0.23,-1.0,-1.0,4.337,0.568,-1.0,-1.0,0.989,0.194,-1.0,-1.0,-1.0,379.0
20050404,5.618,0.405,2.86,0.233,-1.0,-1.0,4.869,0.575,-1.0,-1.0,1.161,0.196,-1.0,-1.0,-1.0,356.2
20050405,6.075,0.409,3.087,0.235,-1.0,-1.0,5.373,0.581,-1.0,-1.0,1.331,0.198,-1.0,-1.0,-1.0,338.4
20050406,6.16,0.412,3.137,0.238,-1.0,-1.0,5.474,0.587,-1.0,-1.0,1.361,0.2,-1.0,-1.0,-1.0,337.7
20050407,6.362,0.415,3.243,0.241,-1.0,-1.0,5.703,0.594,-1.0,-1.0,1.438,0.203,-1.0,-1.0,-1.0,332.3
20050408,6.247,0.418,3.197,0.243,-1.0,-1.0,5.585,0.6,-1.0,-1.0,1.39,0.205,-1.0,-1.0,-1.0,339.7
20050409,6.891,0.422,3.517,0.245,-1.0,-1.0,6.304,0.606,-1.0,-1.0,1.648,0.207,-1.0,-1.0,-1.0,318.0
20050410,6.554,0.424,3.364,0.248,-1.0,-1.0,5.941,0.612,-1.0,-1.0,1.508,0.209,-1.0,-1.0,-1.0,332.8
20050411,7.105,0.428,3.641,0.25,-1.0,-1.0,6.562,0.619,-1.0,-1.0,1.734,0.211,-1.0,-1.0,-1.0,315.7
20050412,6.497,0.43,3.356,0.253,-1.0,-1.0,5.895,0.624,-1.0,-1.0,1.481,0.213,-1.0,-1.0,-1.0,340.2
20050413,5.543,0.433,2.9,0.255,-1.0,-1.0,4.839,0.629,-1.0,-1.0,1.114,0.214,-1.0,-1.0,-1.0,387.7
20050414,5.938,0.436,3.101,0.257,-1.0,-1.0,5.287,0.635,-1.0,-1.0,1.259,0.216,-1.0,-1.0,-1.0,370.0
20050415,5.821,0.439,3.053,0.26,-1.0,-1.0,5.163,0.642,-1.0,-1.0,1.213,0.219,-1.0,-1.0,-1.0,378.6
20050416,5.841,0.441,3.071,0.262,-1.0,-1.0,5.193,0.647,-1.0,-1.0,1.22,0.22,-1.0,-1.0,-1.0,380.1
20050417,6.533,0.444,3.419,0.264,-1.0,-1.0,5.979,0.652,-1.0,-1.0,1.487,0.222,-1.0,-1.0,-1.0,351.0
20050418,6.293,0.447,3.31,0.266,-1.0,-1.0,5.716,0.658,-1.0,-1.0,1.39,0.224,-1.0,-1.0,-1.0,363.5
20050419,6.267,0.449,3.306,0.268,-1.0,-1.0,5.695,0.664,-1.0,-1.0,1.379,0.226,-1.0,-1.0,-1.0,367.0
20050420,6.678,0.452,3.519,0.27,-1.0,-1.0,6.171,0.669,-1.0,-1.0,1.542,0.228,-1.0,-1.0,-1.0,351.7
20050421,7.144,0.455,3.759,0.272,-1.0,-1.0,6.711,0.674,-1.0,-1.0,1.735,0.229,-1.0,-1.0,-1.0,336.2
20050422,6.923,0.457,3.658,0.275,-1.0,-1.0,6.469,0.68,-1.0,-1.0,1.641,0.231,-1.0,-1.0,-1.0,346.3
20050423,6.712,0.459,3.562,0.277,-1.0,-1.0,6.237,0.684,-1.0,-1.0,1.553,0.233,-1.0,-1.0,-1.0,356.6
20050424,5.74,0.461,3.085,0.278,-1.0,-1.0,5.133,0.689,-1.0,-1.0,1.173,0.234,-1.0,-1.0,-1.0,404.9
20050425,5.88,0.464,3.163,0.28,-1.0,-1.0,5.3,0.694,-1.0,-1.0,1.224,0.236,-1.0,-1.0,-1.0,399.4
20050426,7.061,0.466,3.763,0.283,-1.0,-1.0,6.667,0.7,-1.0,-1.0,1.695,0.238,-1.0,-1.0,-1.0,348.7
20050427,7.055,0.468,3.769,0.285,-1.0,-1.0,6.67,0.704,-1.0,-1.0,1.692,0.24,-1.0,-1.0,-1.0,350.7
20050428,6.949,0.47,3.725,0.286,-1.0,-1.0,6.558,0.708,-1.0,-1.0,1.647,0.241,-1.0,-1.0,-1.0,356.5
20050429,6.796,0.472,3.656,0.288,-1.0,-1.0,6.39,0.714,-1.0,-1.0,1.583,0.243,-1.0,-1.0,-1.0,364.3
20050430,7.628,0.475,4.086,0.29,-1.0,-1.0,7.368,0.718,-1.0,-1.0,1.939,0.244,-1.0,-1.0,-1.0,335.5
20050501,6.402,0.476,3.473,0.292,-1.0,-1.0,5.95,0.722,-1.0,-1.0,1.423,0.246,-1.0,-1.0,-1.0,385.0
20050502,6.702,0.478,3.633,0.293,-1.0,-1.0,6.308,0.726,-1.0,-1.0,1.544,0.247,-1.0,-1.0,-1.0,373.3
20050503,6.616,0.48,3.598,0.296,-1.0,-1.0,6.217,0.731,-1.0,-1.0,1.509,0.249,-1.0,-1.0,-1.0,378.6
20050504,6.549,0.482,3.571,0.297,-1.0,-1.0,6.147,0.735,-1.0,-1.0,1.482,0.25,-1.0,-1.0,-1.0,383.2
20050505,6.942,0.484,3.78,0.299,-1.0,-1.0,6.617,0.739,-1.0,-1.0,1.643,0.251,-1.0,-1.0,-1.0,367.9
20050506,7.289,0.485,3.965,0.3,-1.0,-1.0,7.034,0.743,-1.0,-1.0,1.79,0.253,-1.0,-1.0,-1.0,355.9
20050507,6.416,0.487,3.525,0.302,-1.0,-1.0,6.016,0.748,-1.0,-1.0,1.428,0.254,-1.0,-1.0,-1.0,393.9
20050508,7.131,0.489,3.9,0.304,-1.0,-1.0,6.867,0.751,-1.0,-1.0,1.723,0.256,-1.0,-1.0,-1.0,364.6
20050509,7.86,0.49,4.283,0.305,-1.0,-1.0,7.74,0.755,-1.0,-1.0,2.043,0.257,-1.0,-1.0,-1.0,340.0
20050510,7.618,0.492,4.166,0.306,-1.0,-1.0,7.463,0.759,-1.0,-1.0,1.935,0.258,-1.0,-1.0,-1.0,349.3
20050511,7.962,0.493,4.352,0.308,-1.0,-1.0,7.883,0.763,-1.0,-1.0,2.09,0.259,-1.0,-1.0,-1.0,339.0
20050512,8.449,0.495,4.612,0.31,-1.0,-1.0,8.474,0.767,-1.0,-1.0,2.317,0.261,-1.0,-1.0,-1.0,325.5
20050513,8.213,0.496,4.498,0.311,-1.0,-1.0,8.204,0.77,-1.0,-1.0,2.207,0.262,-1.0,-1.0,-1.0,333.4
20050514,8.062,0.497,4.427,0.312,-1.0,-1.0,8.035,0.773,-1.0,-1.0,2.138,0.263,-1.0,-1.0,-1.0,338.9
20050515,7.884,0.499,4.342,0.314,-1.0,-1.0,7.832,0.777,-1.0,-1.0,2.057,0.264,-1.0,-1.0,-1.0,345.6
20050516,7.393,0.5,4.094,0.315,-1.0,-1.0,7.253,0.779,-1.0,-1.0,1.839,0.265,-1.0,-1.0,-1.0,363.7
20050517,7.219,0.501,4.01,0.316,-1.0,-1.0,7.053,0.782,-1.0,-1.0,1.764,0.266,-1.0,-1.0,-1.0,371.3
20050518,7.296,0.502,4.057,0.317,-1.0,-1.0,7.154,0.785,-1.0,-1.0,1.798,0.267,-1.0,-1.0,-1.0,369.3
20050519,7.767,0.503,4.31,0.318,-1.0,-1.0,7.729,0.788,-1.0,-1.0,2.006,0.268,-1.0,-1.0,-1.0,353.2
20050520,7.525,0.504,4.19,0.32,-1.0,-1.0,7.446,0.792,-1.0,-1.0,1.899,0.269,-1.0,-1.0,-1.0,362.6
20050521,6.71,0.505,3.768,0.321,-1.0,-1.0,6.471,0.794,-1.0,-1.0,1.55,0.27,-1.0,-1.0,-1.0,396.7
20050522,7.136,0.506,3.998,0.322,-1.0,-1.0,6.992,0.797,-1.0,-1.0,1.73,0.271,-1.0,-1.0,-1.0,379.2
20050523,7.275,0.507,4.077,0.323,-1.0,-1.0,7.168,0.8,-1.0,-1.0,1.791,0.272,-1.0,-1.0,-1.0,374.5
20050524,6.64,0.508,3.748,0.324,-1.0,-1.0,6.406,0.802,-1.0,-1.0,1.523,0.272,-1.0,-1.0,-1.0,402.6
20050525,6.701,0.509,3.784,0.325,-1.0,-1.0,6.485,0.805,-1.0,-1.0,1.548,0.274,-1.0,-1.0,-1.0,400.6
20050526,7.042,0.51,3.97,0.326,-1.0,-1.0,6.905,0.807,-1.0,-1.0,1.692,0.274,-1.0,-1.0,-1.0,386.3
20050527,8.048,0.511,4.507,0.327,-1.0,-1.0,8.136,0.81,-1.0,-1.0,2.139,0.275,-1.0,-1.0,-1.0,349.8
20050528,7.734,0.512,4.346,0.328,-1.0,-1.0,7.76,0.812,-1.0,-1.0,1.996,0.276,-1.0,-1.0,-1.0,361.0
20050529,7.874,0.513,4.425,0.329,-1.0,-1.0,7.938,0.814,-1.0,-1.0,2.061,0.277,-1.0,-1.0,-1.0,356.8
20050530,8.006,0.514,4.5,0.33,-1.0,-1.0,8.106,0.817,-1.0,-1.0,2.122,0.278,-1.0,-1.0,-1.0,352.9
20050531,7.711,0.514,4.348,0.33,-1.0,-1.0,7.752,0.818,-1.0,-1.0,1.988,0.278,-1.0,-1.0,-1.0,363.5
20050601,8.75,0.515,4.904,0.331,-1.0,-1.0,9.03,0.82,-1.0,-1.0,2.476,0.279,-1.0,-1.0,-1.0,331.4
20050602,9.359,0.516,5.233,0.332,-1.0,-1.0,9.785,0.822,-1.0,-1.0,2.78,0.279,-1.0,-1.0,-1.0,316.0
20050603,8.907,0.516,4.997,0.333,-1.0,-1.0,9.237,0.824,-1.0,-1.0,2.555,0.28,-1.0,-1.0,-1.0,328.0
20050604,8.507,0.517,4.789,0.333,-1.0,-1.0,8.753,0.825,-1.0,-1.0,2.361,0.28,-1.0,-1.0,-1.0,339.6
20050605,10.23,0.518,5.71,0.334,-1.0,-1.0,10.879,0.827,-1.0,-1.0,3.236,0.281,-1.0,-1.0,-1.0,297.4
20050606,9.627,0.518,5.394,0.334,-1.0,-1.0,10.143,0.828,-1.0,-1.0,2.92,0.281,-1.0,-1.0,-1.0,310.9
20050607,9.41,0.519,5.282,0.335,-1.0,-1.0,9.882,0.83,-1.0,-1.0,2.81,0.282,-1.0,-1.0,-1.0,316.4
20050608,9.779,0.519,5.482,0.336,-1.0,-1.0,10.342,0.831,-1.0,-1.0,3.001,0.282,-1.0,-1.0,-1.0,308.0
20050609,9.477,0.52,5.324,0.336,-1.0,-1.0,9.975,0.832,-1.0,-1.0,2.846,0.283,-1.0,-1.0,-1.0,315.3
20050610,10.008,0.52,5.611,0.337,-1.0,-1.0,10.636,0.833,-1.0,-1.0,3.122,0.283,-1.0,-1.0,-1.0,303.3
20050611,9.929,0.52,5.572,0.337,-1.0,-1.0,10.543,0.834,-1.0,-1.0,3.082,0.283,-1.0,-1.0,-1.0,305.3
20050612,10.614,0.521,5.941,0.337,-1.0,-1.0,11.396,0.835,-1.0,-1.0,3.45,0.284,-1.0,-1.0,-1.0,291.2
20050613,11.417,0.522,6.373,0.338,-1.0,-1.0,12.397,0.836,-1.0,-1.0,3.899,0.284,-1.0,-1.0,-1.0,276.7
20050614,10.625,0.522,5.952,0.338,-1.0,-1.0,11.418,0.837,-1.0,-1.0,3.457,0.284,-1.0,-1.0,-1.0,291.3
20050615,10.025,0.521,5.632,0.338,-1.0,-1.0,10.677,0.837,-1.0,-1.0,3.134,0.284,-1.0,-1.0,-1.0,303.8
20050616,8.795,0.521,4.975,0.338,-1.0,-1.0,9.156,0.836,-1.0,-1.0,2.507,0.284,-1.0,-1.0,-1.0,334.1
20050617,7.908,0.52,4.501,0.338,-1.0,-1.0,8.062,0.836,-1.0,-1.0,2.086,0.284,-1.0,-1.0,-1.0,361.6
20050618,8.35,0.521,4.739,0.338,-1.0,-1.0,8.61,0.837,-1.0,-1.0,2.293,0.284,-1.0,-1.0,-1.0,347.3
20050619,7.808,0.52,4.449,0.338,-1.0,-1.0,7.941,0.837,-1.0,-1.0,2.04,0.284,-1.0,-1.0,-1.0,365.1
20050620,8.215,0.521,4.667,0.338,-1.0,-1.0,8.444,0.837,-1.0,-1.0,2.229,0.284,-1.0,-1.0,-1.0,351.6
20050621,8.293,0.521,4.709,0.338,-1.0,-1.0,8.542,0.837,-1.0,-1.0,2.267,0.284,-1.0,-1.0,-1.0,349.1
20050622,9.332,0.521,5.266,0.338,-1.0,-1.0,9.827,0.837,-1.0,-1.0,2.777,0.285,-1.0,-1.0,-1.0,320.1
20050623,9.403,0.521,5.304,0.338,-1.0,-1.0,9.916,0.837,-1.0,-1.0,2.814,0.284,-1.0,-1.0,-1.0,318.3
20050624,9.681,0.521,5.452,0.338,-1.0,-1.0,10.259,0.837,-1.0,-1.0,2.957,0.284,-1.0,-1.0,-1.0,311.6
20050625,8.738,0.521,4.946,0.338,-1.0,-1.0,9.091,0.836,-1.0,-1.0,2.482,0.284,-1.0,-1.0,-1.0,335.6
20050626,9.233,0.521,5.21,0.338,-1.0,-1.0,9.702,0.836,-1.0,-1.0,2.728,0.284,-1.0,-1.0,-1.0,322.3
20050627,10.399,0.521,5.833,0.338,-1.0,-1.0,11.144,0.836,-1.0,-1.0,3.337,0.284,-1.0,-1.0,-1.0,295.7
20050628,9.973,0.521,5.604,0.338,-1.0,-1.0,10.614,0.835,-1.0,-1.0,3.11,0.284,-1.0,-1.0,-1.0,304.6
20050629,9.28,0.52,5.23,0.337,-1.0,-1.0,9.752,0.834,-1.0,-1.0,2.751,0.283,-1.0,-1.0,-1.0,320.7
20050630,8.441,0.519,4.779,0.337,-1.0,-1.0,8.713,0.833,-1.0,-1.0,2.337,0.283,-1.0,-1.0,-1.0,343.5
20050701,9.955,0.52,5.587,0.337,-1.0,-1.0,10.581,0.833,-1.0,-1.0,3.099,0.283,-1.0,-1.0,-1.0,304.4
20050702,9.027,0.519,5.088,0.336,-1.0,-1.0,9.43,0.832,-1.0,-1.0,2.623,0.283,-1.0,-1.0,-1.0,326.5
20050703,9.786,0.519,5.491,0.336,-1.0,-1.0,10.363,0.831,-1.0,-1.0,3.01,0.282,-1.0,-1.0,-1.0,307.7
20050704,8.463,0.518,4.781,0.335,-1.0,-1.0,8.726,0.829,-1.0,-1.0,2.347,0.282,-1.0,-1.0,-1.0,341.8
20050705,9.551,0.518,5.359,0.335,-1.0,-1.0,10.063,0.829,-1.0,-1.0,2.887,0.282,-1.0,-1.0,-1.0,312.6
20050706,9.623,0.517,5.393,0.334,-1.0,-1.0,10.146,0.828,-1.0,-1.0,2.924,0.281,-1.0,-1.0,-1.0,310.6
20050707,9.952,0.517,5.564,0.333,-1.0,-1.0,10.546,0.825,-1.0,-1.0,3.095,0.28,-1.0,-1.0,-1.0,302.9
20050708,9.205,0.516,5.162,0.333,-1.0,-1.0,9.619,0.824,-1.0,-1.0,2.71,0.28,-1.0,-1.0,-1.0,320.1
20050709,8.003,0.515,4.518,0.332,-1.0,-1.0,8.137,0.822,-1.0,-1.0,2.128,0.279,-1.0,-1.0,-1.0,354.4
20050710,8.241,0.514,4.641,0.331,-1.0,-1.0,8.423,0.82,-1.0,-1.0,2.239,0.279,-1.0,-1.0,-1.0,346.3
20050711,8.614,0.514,4.834,0.331,-1.0,-1.0,8.873,0.819,-1.0,-1.0,2.416,0.278,-1.0,-1.0,-1.0,334.7
20050712,9.098,0.514,5.087,0.33,-1.0,-1.0,9.461,0.817,-1.0,-1.0,2.654,0.278,-1.0,-1.0,-1.0,321.1
20050713,9.101,0.513,5.083,0.329,-1.0,-1.0,9.457,0.815,-1.0,-1.0,2.655,0.277,-1.0,-1.0,-1.0,320.6
20050714,9.659,0.512,5.373,0.328,-1.0,-1.0,10.132,0.813,-1.0,-1.0,2.937,0.276,-1.0,-1.0,-1.0,306.6
20050715,9.886,0.512,5.487,0.328,-1.0,-1.0,10.401,0.811,-1.0,-1.0,3.054,0.276,-1.0,-1.0,-1.0,301.0
20050716,10.207,0.511,5.65,0.327,-1.0,-1.0,10.784,0.809,-1.0,-1.0,3.223,0.275,-1.0,-1.0,-1.0,293.7
20050717,9.62,0.51,5.334,0.326,-1.0,-1.0,10.057,0.807,-1.0,-1.0,2.915,0.274,-1.0,-1.0,-1.0,305.9
20050718,9.248,0.509,5.131,0.325,-1.0,-1.0,9.593,0.804,-1.0,-1.0,2.725,0.273,-1.0,-1.0,-1.0,314.1
20050719,9.37,0.508,5.189,0.324,-1.0,-1.0,9.732,0.802,-1.0,-1.0,2.786,0.273,-1.0,-1.0,-1.0,310.5
20050720,9.088,0.507,5.034,0.323,-1.0,-1.0,9.38,0.798,-1.0,-1.0,2.644,0.271,-1.0,-1.0,-1.0,316.8
20050721,9.161,0.506,5.065,0.322,-1.0,-1.0,9.458,0.796,-1.0,-1.0,2.679,0.27,-1.0,-1.0,-1.0,314.3
20050722,8.955,0.505,4.95,0.32,-1.0,-1.0,9.198,0.793,-1.0,-1.0,2.577,0.27,-1.0,-1.0,-1.0,318.9
20050723,8.325,0.503,4.612,0.319,-1.0,-1.0,8.426,0.79,-1.0,-1.0,2.273,0.269,-1.0,-1.0,-1.0,335.6
20050724,9.456,0.503,5.198,0.319,-1.0,-1.0,9.784,0.788,-1.0,-1.0,2.826,0.268,-1.0,-1.0,-1.0,305.0
20050725,9.224,0.501,5.068,0.317,-1.0,-1.0,9.492,0.784,-1.0,-1.0,2.709,0.267,-1.0,-1.0,-1.0,309.8
20050726,9.313,0.5,5.106,0.316,-1.0,-1.0,9.588,0.781,-1.0,-1.0,2.753,0.266,-1.0,-1.0,-1.0,306.9
20050727,8.668,0.499,4.762,0.314,-1.0,-1.0,8.8,0.778,-1.0,-1.0,2.435,0.264,-1.0,-1.0,-1.0,322.4
20050728,9.981,0.498,5.437,0.314,-1.0,-1.0,10.368,0.776,-1.0,-1.0,3.094,0.264,-1.0,-1.0,-1.0,290.3
20050729,9.562,0.497,5.211,0.312,-1.0,-1.0,9.852,0.771,-1.0,-1.0,2.877,0.262,-1.0,-1.0,-1.0,298.5
20050730,8.57,0.495,4.688,0.31,-1.0,-1.0,8.65,0.767,-1.0,-1.0,2.387,0.261,-1.0,-1.0,-1.0,322.3
20050731,8.581,0.493,4.685,0.309,-1.0,-1.0,8.652,0.764,-1.0,-1.0,2.392,0.26,-1.0,-1.0,-1.0,320.9
20050801,8.102,0.491,4.429,0.307,-1.0,-1.0,8.07,0.761,-1.0,-1.0,2.166,0.259,-1.0,-1.0,-1.0,333.7
20050802,8.364,0.49,4.556,0.306,-1.0,-1.0,8.37,0.757,-1.0,-1.0,2.288,0.257,-1.0,-1.0,-1.0,324.9
20050803,8.671,0.489,4.706,0.304,-1.0,-1.0,8.725,0.753,-1.0,-1.0,2.434,0.256,-1.0,-1.0,-1.0,315.3
20050804,8.131,0.487,4.419,0.303,-1.0,-1.0,8.072,0.749,-1.0,-1.0,2.179,0.255,-1.0,-1.0,-1.0,329.4
20050805,8.823,0.486,4.765,0.301,-1.0,-1.0,8.88,0.746,-1.0,-1.0,2.507,0.254,-1.0,-1.0,-1.0,309.1
20050806,8.716,0.484,4.701,0.3,-1.0,-1.0,8.741,0.742,-1.0,-1.0,2.456,0.252,-1.0,-1.0,-1.0,310.7
20050807,8.956,0.482,4.814,0.298,-1.0,-1.0,9.012,0.737,-1.0,-1.0,2.572,0.251,-1.0,-1.0,-1.0,303.4
20050808,8.723,0.48,4.686,0.296,-1.0,-1.0,8.724,0.733,-1.0,-1.0,2.459,0.249,-1.0,-1.0,-1.0,308.1
20050809,8.733,0.478,4.681,0.295,-1.0,-1.0,8.723,0.729,-1.0,-1.0,2.464,0.248,-1.0,-1.0,-1.0,306.5
20050810,8.101,0.476,4.35,0.293,-1.0,-1.0,7.968,0.724,-1.0,-1.0,2.167,0.246,-1.0,-1.0,-1.0,322.5
20050811,8.885,0.475,4.738,0.291,-1.0,-1.0,8.875,0.72,-1.0,-1.0,2.539,0.245,-1.0,-1.0,-1.0,300.1
20050812,8.505,0.473,4.536,0.289,-1.0,-1.0,8.417,0.715,-1.0,-1.0,2.356,0.243,-1.0,-1.0,-1.0,308.4
20050813,8.084,0.47,4.313,0.287,-1.0,-1.0,7.914,0.711,-1.0,-1.0,2.16,0.242,-1.0,-1.0,-1.0,318.6
20050814,8.31,0.468,4.417,0.286,-1.0,-1.0,8.164,0.706,-1.0,-1.0,2.265,0.24,-1.0,-1.0,-1.0,310.8
20050815,8.287,0.466,4.396,0.284,-1.0,-1.0,8.125,0.701,-1.0,-1.0,2.256,0.238,-1.0,-1.0,-1.0,309.9
20050816,8.763,0.464,4.624,0.282,-1.0,-1.0,8.664,0.697,-1.0,-1.0,2.482,0.237,-1.0,-1.0,-1.0,296.0
20050817,8.622,0.462,4.543,0.28,-1.0,-1.0,8.487,0.692,-1.0,-1.0,2.415,0.235,-1.0,-1.0,-1.0,298.0
20050818,8.604,0.46,4.523,0.278,-1.0,-1.0,8.452,0.686,-1.0,-1.0,2.407,0.233,-1.0,-1.0,-1.0,296.9
20050819,8.457,0.457,4.439,0.276,-1.0,-1.0,8.27,0.681,-1.0,-1.0,2.339,0.232,-1.0,-1.0,-1.0,299.0
20050820,8.187,0.455,4.294,0.274,-1.0,-1.0,7.947,0.676,-1.0,-1.0,2.214,0.23,-1.0,-1.0,-1.0,304.4
20050821,8.265,0.452,4.322,0.272,-1.0,-1.0,8.024,0.671,-1.0,-1.0,2.252,0.229,-1.0,-1.0,-1.0,300.6
20050822,8.02,0.45,4.19,0.269,-1.0,-1.0,7.731,0.665,-1.0,-1.0,2.14,0.226,-1.0,-1.0,-1.0,305.5
20050823,7.976,0.447,4.158,0.267,-1.0,-1.0,7.668,0.66,-1.0,-1.0,2.121,0.225,-1.0,-1.0,-1.0,304.8
20050824,7.642,0.444,3.983,0.265,-1.0,-1.0,7.276,0.655,-1.0,-1.0,1.972,0.223,-1.0,-1.0,-1.0,312.6
20050825,7.858,0.442,4.078,0.263,-1.0,-1.0,7.509,0.65,-1.0,-1.0,2.07,0.221,-1.0,-1.0,-1.0,304.4
20050826,8.051,0.439,4.163,0.261,-1.0,-1.0,7.715,0.644,-1.0,-1.0,2.16,0.219,-1.0,-1.0,-1.0,297.1
20050827,7.746,0.436,4.002,0.258,-1.0,-1.0,7.358,0.638,-1.0,-1.0,2.024,0.217,-1.0,-1.0,-1.0,303.6
20050828,7.538,0.433,3.89,0.256,-1.0,-1.0,7.113,0.633,-1.0,-1.0,1.933,0.216,-1.0,-1.0,-1.0,307.6
20050829,7.486,0.431,3.854,0.254,-1.0,-1.0,7.042,0.627,-1.0,-1.0,1.912,0.213,-1.0,-1.0,-1.0,307.1
20050830,8.422,0.428,4.299,0.252,-1.0,-1.0,8.081,0.622,-1.0,-1.0,2.341,0.212,-1.0,-1.0,-1.0,279.8
20050831,7.76,0.425,3.967,0.249,-1.0,-1.0,7.327,0.616,-1.0,-1.0,2.038,0.21,-1.0,-1.0,-1.0,294.8
20050901,7.824,0.422,3.987,0.247,-1.0,-1.0,7.386,0.61,-1.0,-1.0,2.069,0.208,-1.0,-1.0,-1.0,290.9
20050902,7.973,0.419,4.047,0.245,-1.0,-1.0,7.539,0.604,-1.0,-1.0,2.139,0.206,-1.0,-1.0,-1.0,284.8
20050903,7.297,0.416,3.711,0.242,-1.0,-1.0,6.777,0.598,-1.0,-1.0,1.841,0.204,-1.0,-1.0,-1.0,301.6
20050904,7.055,0.413,3.584,0.24,-1.0,-1.0,6.498,0.592,-1.0,-1.0,1.739,0.202,-1.0,-1.0,-1.0,306.8
20050905,6.801,0.409,3.452,0.237,-1.0,-1.0,6.208,0.586,-1.0,-1.0,1.635,0.2,-1.0,-1.0,-1.0,312.7
20050906,6.823,0.406,3.452,0.235,-1.0,-1.0,6.223,0.58,-1.0,-1.0,1.646,0.198,-1.0,-1.0,-1.0,309.4
20050907,7.018,0.403,3.536,0.232,-1.0,-1.0,6.428,0.574,-1.0,-1.0,1.732,0.196,-1.0,-1.0,-1.0,300.4
20050908,7.17,0.4,3.598,0.23,-1.0,-1.0,6.584,0.568,-1.0,-1.0,1.799,0.194,-1.0,-1.0,-1.0,293.2
20050909,6.693,0.397,3.361,0.227,-1.0,-1.0,6.053,0.561,-1.0,-1.0,1.601,0.191,-1.0,-1.0,-1.0,305.9
20050910,6.915,0.394,3.456,0.225,-1.0,-1.0,6.285,0.555,-1.0,-1.0,1.697,0.189,-1.0,-1.0,-1.0,295.9
20050911,7.606,0.391,3.771,0.223,-1.0,-1.0,7.024,0.55,-1.0,-1.0,2.0,0.188,-1.0,-1.0,-1.0,273.5
20050912,7.215,0.387,3.576,0.22,-1.0,-1.0,6.589,0.544,-1.0,-1.0,1.831,0.186,-1.0,-1.0,-1.0,281.6
20050913,6.935,0.384,3.434,0.218,-1.0,-1.0,6.277,0.537,-1.0,-1.0,1.715,0.183,-1.0,-1.0,-1.0,287.2
